"","coeffs_ols","se_ols","coeffs_em","se_em","coeffs_fm","se_fm","coeffs_ipw","se_ipw","coeffs_aipw","se_aipw"
"1",-0.949762264720732,0.745113033859508,-1.08916324301548,1.03260467719177,1.88630482060844,7.32435388032006,-1.21078911336214,1.02018278701166,-1.2407834922557,1.03439462334794
"2",-0.439720194076637,0.753559948813866,-0.202172635627061,1.06334744298883,7.51001278669594,7.49605282762513,-0.11072182572072,1.05461398656466,-0.126213341248859,1.07953017997217
"3",1.00027422651703,0.755099080095073,1.34002645750487,1.07190110282142,3.77594870044495,7.43969093134076,0.929846103846687,1.04883080533383,0.906229299232376,1.06763385417487
"4",-0.418617847087081,0.750572101498085,-0.0651837225143662,1.07415463933887,12.252892651354,11.6907120071061,-0.416333251553285,1.03538112226175,-0.475727220490044,1.04904387436002
"5",-0.63896665598674,0.752678777934286,-0.296864631775133,1.0536311516405,2.08637699163375,7.90153247986866,-0.531533587435001,1.04535621594958,-0.546196653138365,1.06772996491173
"6",-0.613380689237493,0.747772849549452,-0.0690242159324633,1.05734965788714,-1.67024110983523,12.1541062334262,-0.679518172288478,1.02621481040722,-0.721904176462181,1.04229820925426
"7",-1.25981417198336,0.741259829436775,-1.36611705395533,1.00346576631494,-7.44402747049184,8.57750971318868,-1.82432689937421,0.989141095365851,-1.8514221869902,1.00141589929814
"8",-0.48493141513179,0.750450657479951,-0.348408460218158,1.06212082883878,14.3020983565597,12.8088769783291,-0.589495368604278,1.02959788245115,-0.626245025781287,1.04920049924142
"9",0.307966424128031,0.744216139432235,0.503371875945741,1.03596131047114,12.0606081322596,14.9631430623085,0.267535066494757,1.02794843346879,0.251765681490175,1.04730147915218
"10",-1.28205860675771,0.760302464824695,-1.13488726389244,1.10752241817277,-7.07634212044901,7.03862022138066,-1.64650738568206,1.04813951985535,-1.69606644055286,1.0597767500955
"11",-0.463767433498562,0.763100942718747,-0.663812786247882,1.04184721049804,-1.67048471828015,7.6644226817395,-0.735084317975205,1.02909895738999,-0.760565737745779,1.04998330708401
"12",-0.276961406803659,0.751396759657692,-0.282613824864879,1.0414345697779,-4.44433790269029,6.60828789184889,-0.25355148267784,1.03729558796917,-0.257835251081305,1.06120056907007
