"","coeffs_ols","se_ols","coeffs_em","se_em","coeffs_fm","se_fm","coeffs_ipw","se_ipw","coeffs_aipw","se_aipw"
"1",-10.9419661587064,0.755144882355516,-11.1896776190111,1.00959710154012,-4.80422958425017,9.84294713459422,-11.2437071953801,0.996812556335184,-11.2721116280308,1.01267214208459
"2",-10.8065348989441,0.749086149928532,-10.7492108301226,1.04639058467542,-10.0854725324289,5.52958900540936,-11.2267145478014,1.01685490804966,-11.2838194881027,1.03449757286889
"3",-10.4283824393201,0.770272713954578,-10.2352593653107,1.09980988697462,-10.5647631515729,8.5125939653697,-10.3747538487039,1.09366180416661,-10.3808446128404,1.1270464269992
"4",-9.72984842949631,0.754939827122202,-9.53117737691859,1.04445171477729,-6.95218913116908,6.58159213498745,-9.65030089285597,1.03213147513432,-9.67908553839774,1.05226123892804
"5",-10.6234872154847,0.757637986728507,-11.1300697764313,1.03278129931985,-4.78522983605139,9.04270640549169,-11.3184735264219,1.02399999499578,-11.3318529339528,1.03807521990029
"6",-11.0022834230213,0.725158454345665,-11.1397081426417,0.990628481887902,-2.12073510437802,10.3664041502966,-11.3309995950203,0.981066112128434,-11.3426835793195,1.00074317695654
"7",-10.7238893045254,0.739883616422523,-10.6505206725845,1.02684446514231,-7.3245146899215,8.98718448483949,-10.7998661188404,1.02327487509766,-10.8140103128436,1.04578321456743
"8",-11.2460805967371,0.779101314949813,-10.9842034506671,1.08743235980432,-3.31620681855604,5.87402026426618,-11.1738980847495,1.07639041400073,-11.1791810777725,1.10016635524025
"9",-10.4449463079949,0.728124873088732,-10.1361311769176,1.02828370387371,-15.5286774148831,3.8069588175121,-10.6307782086736,0.999706740725579,-10.6860638204079,1.01541704513789
"10",-10.14348705897,0.744654697880268,-10.1242350775352,1.03414548528499,-10.5048850236001,7.50407652305071,-10.5400792853955,1.00570460538237,-10.5824207049853,1.01629321740434
"11",-10.1818771278068,0.755045321969953,-10.0863507846515,1.00426142336379,-11.3805326177561,7.14193273543018,-9.96768455837206,1.00991822717109,-9.95354810216589,1.03496348761811
"12",-10.2360895472951,0.756689195992367,-9.82589829582313,1.02992882312283,4.92429677353506,13.6586691182052,-9.76663597295998,1.02442351717181,-9.78160023601848,1.03964066859586
"13",-9.94999842972763,0.755687962393891,-10.386655782879,1.06483115012456,-17.3308564243238,8.76862166298392,-10.6918713019449,1.03538133216398,-10.7371440282822,1.04549130100602
"14",-11.9208808523647,0.761794733208697,-11.6316917480841,1.05271264688008,-4.03200555151145,5.15961546563568,-11.7453052590528,1.0472614032732,-11.7525551464606,1.0737065548458
"15",-9.52744543354186,0.7566113751286,-9.35084198131717,1.05941629183818,-6.54387608708584,5.0428874799311,-9.74678345201662,1.03400123143178,-9.78186397321309,1.05185172153017
"16",-9.49427164493649,0.763991134792547,-9.71174708153139,1.04197914744234,-6.84649691065538,7.47389984276048,-9.67689393683864,1.04751624234026,-9.6695364269109,1.07176690375734
"17",-11.0058682688863,0.770810950028404,-11.0835929030284,1.03506924032393,-10.7903558293363,9.52696801403025,-11.4129991573034,1.01966901176802,-11.4410797604677,1.03547180591361
"18",-10.1759879481324,0.759302897484184,-10.2010590210545,1.0145535125412,-6.11590357852481,11.266786697195,-9.98474108009514,1.01889087212733,-9.97770934620419,1.04311597673265
"19",-9.8097541968247,0.73817470546219,-9.85565287435192,1.03870637187214,-9.58699167662218,7.02269050522022,-10.0374283040037,1.01690016216003,-10.0837555105353,1.03685405178047
"20",-9.79649941397813,0.742643102335694,-9.88249499104165,1.03326880814919,2.56283609044838,5.43182103982535,-10.3165260071185,1.01826041119636,-10.3469422901538,1.0316719541677
"21",-9.85476092207595,0.766529684153533,-10.0148408909624,1.0475055710684,-21.0643275851683,5.90552311952818,-10.2944065827563,1.03386364625596,-10.314411790524,1.05266597695387
"22",-8.10309146168984,0.767916757765133,-7.8553357662258,1.07267862582536,-5.83097214552197,14.2492012538403,-7.94219938705553,1.05219345126319,-7.97088617255412,1.0801420046944
"23",-10.4251390870469,0.751725580412275,-10.1517930006904,1.05039512161891,-11.8336994155788,8.87574440432321,-10.4477742623447,1.03387789103499,-10.4748003162617,1.05465466282128
"24",-8.97034936138131,0.75359761421703,-9.08320489325021,1.04917684179772,-18.1647255464689,6.17682920170534,-9.06793748347242,1.03757092621139,-9.09391137444637,1.05779503456244
"25",-10.821529767637,0.757605473465564,-10.9930803695781,1.06068998214664,-8.95914536025691,6.55973981253681,-11.1981957588634,1.05531835018886,-11.1981478800574,1.08268794148341
"26",-11.8978408541883,0.751546790761266,-12.1051128976783,0.999904173482142,-1.32442590548075,9.19652493438782,-12.3015773927941,0.9904351608405,-12.3200122379542,1.00311220972719
"27",-9.8476146846994,0.751276106374054,-9.81543330960848,1.07124959924425,-21.748812806898,6.30780260181081,-10.1243785177381,1.0441824933199,-10.1564569381772,1.06712336026877
"28",-10.3753245733772,0.747864134621636,-9.97522780298975,1.02096720025646,-0.518354599451888,18.5502189911032,-9.99433643909807,1.01673043306484,-10.0081672707729,1.03927782758941
"29",-9.8193123708585,0.755364618086593,-9.48903330358644,1.04595301805548,-1.0110504669933,7.58988240161619,-9.93032846755794,1.02037090605899,-9.96925562047212,1.03646671007216
